pheno_id	full_code	short_code	description	unique_description	type	n	n_cases	n_controls	source
3382	I64-Diagnoses_main_ICD10_I64_Stroke_not_specified_as_haemorrhage_or_infarction	I64	Diagnoses - main ICD10: I64 Stroke, not specified as haemorrhage or infarction	Diagnoses - main ICD10: I64 Stroke, not specified as haemorrhage or infarction	categorical	361194	742.0	360452.0	UK Biobank
3383	I65-Diagnoses_main_ICD10_I65_Occlusion_and_stenosis_of_precerebral_arteries_not_resulting_in_cerebral_infarction	I65	Diagnoses - main ICD10: I65 Occlusion and stenosis of precerebral arteries, not resulting in cerebral infarction	Diagnoses - main ICD10: I65 Occlusion and stenosis of precerebral arteries, not resulting in cerebral infarction	categorical	361194	460.0	360734.0	UK Biobank
3384	I67-Diagnoses_main_ICD10_I67_Other_cerebrovascular_diseases	I67	Diagnoses - main ICD10: I67 Other cerebrovascular diseases	Diagnoses - main ICD10: I67 Other cerebrovascular diseases	categorical	361194	404.0	360790.0	UK Biobank
3385	I70-Diagnoses_main_ICD10_I70_Atherosclerosis	I70	Diagnoses - main ICD10: I70 Atherosclerosis	Diagnoses - main ICD10: I70 Atherosclerosis	categorical	361194	566.0	360628.0	UK Biobank
3386	I71-Diagnoses_main_ICD10_I71_Aortic_aneurysm_and_dissection	I71	Diagnoses - main ICD10: I71 Aortic aneurysm and dissection	Diagnoses - main ICD10: I71 Aortic aneurysm and dissection	categorical	361194	564.0	360630.0	UK Biobank
3387	I72-Diagnoses_main_ICD10_I72_Other_aneurysm	I72	Diagnoses - main ICD10: I72 Other aneurysm	Diagnoses - main ICD10: I72 Other aneurysm	categorical	361194	219.0	360975.0	UK Biobank
3388	I73-Diagnoses_main_ICD10_I73_Other_peripheral_vascular_diseases	I73	Diagnoses - main ICD10: I73 Other peripheral vascular diseases	Diagnoses - main ICD10: I73 Other peripheral vascular diseases	categorical	361194	666.0	360528.0	UK Biobank
3389	I74-Diagnoses_main_ICD10_I74_Arterial_embolism_and_thrombosis	I74	Diagnoses - main ICD10: I74 Arterial embolism and thrombosis	Diagnoses - main ICD10: I74 Arterial embolism and thrombosis	categorical	361194	510.0	360684.0	UK Biobank
3390	I77-Diagnoses_main_ICD10_I77_Other_disorders_of_arteries_and_arterioles	I77	Diagnoses - main ICD10: I77 Other disorders of arteries and arterioles	Diagnoses - main ICD10: I77 Other disorders of arteries and arterioles	categorical	361194	674.0	360520.0	UK Biobank
3391	I78-Diagnoses_main_ICD10_I78_Diseases_of_capillaries	I78	Diagnoses - main ICD10: I78 Diseases of capillaries	Diagnoses - main ICD10: I78 Diseases of capillaries	categorical	361194	290.0	360904.0	UK Biobank
3392	I80-Diagnoses_main_ICD10_I80_Phlebitis_and_thrombophlebitis	I80	Diagnoses - main ICD10: I80 Phlebitis and thrombophlebitis	Diagnoses - main ICD10: I80 Phlebitis and thrombophlebitis	categorical	361194	2289.0	358905.0	UK Biobank
3393	I82-Diagnoses_main_ICD10_I82_Other_venous_embolism_and_thrombosis	I82	Diagnoses - main ICD10: I82 Other venous embolism and thrombosis	Diagnoses - main ICD10: I82 Other venous embolism and thrombosis	categorical	361194	145.0	361049.0	UK Biobank
3394	I83-Diagnoses_main_ICD10_I83_Varicose_veins_of_lower_extremities	I83	Diagnoses - main ICD10: I83 Varicose veins of lower extremities	Diagnoses - main ICD10: I83 Varicose veins of lower extremities	categorical	361194	8763.0	352431.0	UK Biobank
3395	I84-Diagnoses_main_ICD10_I84_Haemorrhoids	I84	Diagnoses - main ICD10: I84 Haemorrhoids	Diagnoses - main ICD10: I84 Haemorrhoids	categorical	361194	12102.0	349092.0	UK Biobank
3396	I85-Diagnoses_main_ICD10_I85_Oesophageal_varices	I85	Diagnoses - main ICD10: I85 Oesophageal varices	Diagnoses - main ICD10: I85 Oesophageal varices	categorical	361194	281.0	360913.0	UK Biobank
3397	I86-Diagnoses_main_ICD10_I86_Varicose_veins_of_other_sites	I86	Diagnoses - main ICD10: I86 Varicose veins of other sites	Diagnoses - main ICD10: I86 Varicose veins of other sites	categorical	361194	222.0	360972.0	UK Biobank
3398	I87-Diagnoses_main_ICD10_I87_Other_disorders_of_veins	I87	Diagnoses - main ICD10: I87 Other disorders of veins	Diagnoses - main ICD10: I87 Other disorders of veins	categorical	361194	123.0	361071.0	UK Biobank
3399	I89-Diagnoses_main_ICD10_I89_Other_noninfective_disorders_of_lymphatic_vessels_and_lymph_nodes	I89	Diagnoses - main ICD10: I89 Other non-infective disorders of lymphatic vessels and lymph nodes	Diagnoses - main ICD10: I89 Other non-infective disorders of lymphatic vessels and lymph nodes	categorical	361194	125.0	361069.0	UK Biobank
3400	I95-Diagnoses_main_ICD10_I95_Hypotension	I95	Diagnoses - main ICD10: I95 Hypotension	Diagnoses - main ICD10: I95 Hypotension	categorical	361194	566.0	360628.0	UK Biobank
3401	I9_ANEURYSM-Cerebral_aneurysm_nonruptured	I9_ANEURYSM	Cerebral aneurysm, nonruptured	Cerebral aneurysm, nonruptured	categorical	361194	225.0	360969.0	UK Biobank
3402	I9_AORTANEUR-Aortic_aneurysm	I9_AORTANEUR	Aortic aneurysm	Aortic aneurysm	categorical	361194	589.0	360605.0	UK Biobank
3403	I9_AORTDIS-Dissection_of_aorta	I9_AORTDIS	Dissection of aorta	Dissection of aorta	categorical	361194	129.0	361065.0	UK Biobank
3404	I9_ARTEMBTHR-Arterial_embolism_and_thrombosis	I9_ARTEMBTHR	Arterial embolism and thrombosis	Arterial embolism and thrombosis	categorical	361194	578.0	360616.0	UK Biobank
3405	I9_ARTEMBTHRLOW-Arterial_embolism_and_thrombosis_of_lower_extremity_artery	I9_ARTEMBTHRLOW	Arterial embolism and thrombosis of lower extremity artery	Arterial embolism and thrombosis of lower extremity artery	categorical	361194	362.0	360832.0	UK Biobank
3406	I9_ARTOTH-Other_diseases_of_arteries_and_capillaries	I9_ARTOTH	Other diseases of arteries and capillaries	Other diseases of arteries and capillaries	categorical	361194	1083.0	360111.0	UK Biobank
3407	I9_AVBLOCK-AVblock	I9_AVBLOCK	AV-block	AV-block	categorical	361194	609.0	360585.0	UK Biobank
3408	I9_CARDMPRI-Cardiomyopathies_Primaryintrinsic	I9_CARDMPRI	Cardiomyopathies, Primary/intrinsic	Cardiomyopathies, Primary/intrinsic	categorical	361194	360.0	360834.0	UK Biobank
3409	I9_CARDMYO-Cardiomyopathy	I9_CARDMYO	Cardiomyopathy	Cardiomyopathy	categorical	361194	421.0	360773.0	UK Biobank
3410	I9_CARDMYOOTH-Cardiomyopathy_other_and_unspecified	I9_CARDMYOOTH	Cardiomyopathy, other and unspecified	Cardiomyopathy, other and unspecified	categorical	361194	164.0	361030.0	UK Biobank
3411	I9_CEREBDOTH-Other_specified_cerebrovascular_diseases_other_cerebrovascular_disorders_in_diseases_classified_elsewhere	I9_CEREBDOTH	Other specified cerebrovascular diseases, other cerebrovascular disorders in diseases classified elsewhere	Other specified cerebrovascular diseases, other cerebrovascular disorders in diseases classified elsewhere	categorical	361194	177.0	361017.0	UK Biobank
3412	I9_CHD-Major_coronary_heart_disease_event	I9_CHD	Major coronary heart disease event	Major coronary heart disease event	categorical	361194	10157.0	351037.0	UK Biobank
3413	I9_CHD_NOREV-Major_coronary_heart_disease_event_excluding_revascularizations	I9_CHD_NOREV	Major coronary heart disease event excluding revascularizations	Major coronary heart disease event excluding revascularizations	categorical	361194	10157.0	351037.0	UK Biobank
3414	I9_CONDUCTIO-Conduction_disorders	I9_CONDUCTIO	Conduction disorders	Conduction disorders	categorical	361194	1055.0	360139.0	UK Biobank
3415	I9_CORATHER-Coronary_atherosclerosis	I9_CORATHER	Coronary atherosclerosis	Coronary atherosclerosis	categorical	361194	14334.0	346860.0	UK Biobank
3416	I9_DISVEINLYMPH-Diseases_of_veins_lymphatic_vessels_and_lymph_nodes_not_elsewhere_classified	I9_DISVEINLYMPH	Diseases of veins, lymphatic vessels and lymph nodes, not elsewhere classified	Diseases of veins, lymphatic vessels and lymph nodes, not elsewhere classified	categorical	361194	11867.0	349327.0	UK Biobank
3417	I9_DVTANDPULM-DVT_of_lower_extremities_and_pulmonary_embolism	I9_DVTANDPULM	DVT of lower extremities and pulmonary embolism	DVT of lower extremities and pulmonary embolism	categorical	361194	4319.0	356875.0	UK Biobank
3418	I9_ENDOCARD-Endocarditis	I9_ENDOCARD	Endocarditis	Endocarditis	categorical	361194	215.0	360979.0	UK Biobank
3419	I9_HEARTFAIL-Heart_failurestrict	I9_HEARTFAIL	Heart failure,strict	Heart failure,strict	categorical	361194	1405.0	359789.0	UK Biobank
3420	I9_HEARTFAIL_NS-Heart_failure_not_strict	I9_HEARTFAIL_NS	Heart failure, not strict	Heart failure, not strict	categorical	361194	1405.0	359789.0	UK Biobank
3421	I9_HYPERTENSION-Hypertensive_diseases	I9_HYPERTENSION	Hypertensive diseases	Hypertensive diseases	categorical	361194	1313.0	359881.0	UK Biobank
3422	I9_HYPTENS-Hypertension	I9_HYPTENS	Hypertension	Hypertension	categorical	361194	1237.0	359957.0	UK Biobank
3423	I9_HYPTENSHR-Hypertensive_heart_andor_renal_disease	I9_HYPTENSHR	Hypertensive heart and/or renal disease	Hypertensive heart and/or renal disease	categorical	361194	376.0	360818.0	UK Biobank
3424	I9_HYPTENSPREG-Hypertension_complicating_pregnancy_childbirth_and_the_puerperium	I9_HYPTENSPREG	Hypertension complicating pregnancy, childbirth, and the puerperium	Hypertension complicating pregnancy, childbirth, and the puerperium	categorical	361194	743.0	360451.0	UK Biobank
3425	I9_IHD-Ischaemic_heart_disease_wide_definition	I9_IHD	Ischaemic heart disease, wide definition	Ischaemic heart disease, wide definition	categorical	361194	20857.0	340337.0	UK Biobank
3426	I9_INTRACRA-Nontraumatic_intracranial_haemmorrhage	I9_INTRACRA	Nontraumatic intracranial haemmorrhage	Nontraumatic intracranial haemmorrhage	categorical	361194	1253.0	359941.0	UK Biobank
3427	I9_K_CARDIAC-Death_due_to_cardiac_causes	I9_K_CARDIAC	Death due to cardiac causes	Death due to cardiac causes	categorical	361194	1597.0	359597.0	UK Biobank
3428	I9_LBBB-Left_bundlebranch_block	I9_LBBB	Left bundle-branch block	Left bundle-branch block	categorical	361194	138.0	361056.0	UK Biobank
3429	I9_MI-Myocardial_infarction	I9_MI	Myocardial infarction	Myocardial infarction	categorical	361194	7018.0	354176.0	UK Biobank
3430	I9_MI_STRICT-Myocardial_infarction_strict	I9_MI_STRICT	Myocardial infarction, strict	Myocardial infarction, strict	categorical	361194	7018.0	354176.0	UK Biobank
3431	I9_NONRHEVALV-Nonrheumatic_valve_diseases	I9_NONRHEVALV	Non-rheumatic valve diseases	Non-rheumatic valve diseases	categorical	361194	1606.0	359588.0	UK Biobank
3432	I9_OTHILLHEART-Other_or_illdefined_heart_diseases	I9_OTHILLHEART	Other or ill-defined heart diseases	Other or ill-defined heart diseases	categorical	361194	335.0	360859.0	UK Biobank
3433	I9_OTHOTH-Other_other_unspecified_disorders_of_the_circulatory_system	I9_OTHOTH	Other other unspecified disorders of the circulatory system	Other other unspecified disorders of the circulatory system	categorical	361194	141.0	361053.0	UK Biobank
3434	I9_PAD-Peripheral_artery_disease	I9_PAD	Peripheral artery disease	Peripheral artery disease	categorical	361194	1230.0	359964.0	UK Biobank
3435	I9_PERICARD-Pericarditis	I9_PERICARD	Pericarditis	Pericarditis	categorical	361194	155.0	361039.0	UK Biobank
3436	I9_PHLETHROMBDVTLOW-DVT_of_lower_extremities	I9_PHLETHROMBDVTLOW	DVT of lower extremities	DVT of lower extremities	categorical	361194	2116.0	359078.0	UK Biobank
3437	I9_PULMOTHHD-Other_pulmonary_heartvessel_disease	I9_PULMOTHHD	Other pulmonary heart/vessel disease	Other pulmonary heart/vessel disease	categorical	361194	167.0	361027.0	UK Biobank
3438	I9_RHEUFEV-Rheumatic_fever_incl_heart_disease	I9_RHEUFEV	Rheumatic fever incl heart disease	Rheumatic fever incl heart disease	categorical	361194	434.0	360760.0	UK Biobank
3439	I9_RHEUVALV-Rheumatic_valve_diseases	I9_RHEUVALV	Rheumatic valve diseases	Rheumatic valve diseases	categorical	361194	427.0	360767.0	UK Biobank
3440	I9_STR-Stroke_excluding_SAH	I9_STR	Stroke, excluding SAH	Stroke, excluding SAH	categorical	361194	3832.0	357362.0	UK Biobank
3441	I9_STR_EXH-Ischaemic_Stroke_excluding_all_haemorrhages	I9_STR_EXH	Ischaemic Stroke, excluding all haemorrhages	Ischaemic Stroke, excluding all haemorrhages	categorical	361194	3314.0	357880.0	UK Biobank
3442	I9_STR_SAH-Stroke_including_SAH	I9_STR_SAH	Stroke, including SAH	Stroke, including SAH	categorical	361194	4484.0	356710.0	UK Biobank
3443	I9_UAP-Unstable_angina_pectoris	I9_UAP	Unstable angina pectoris	Unstable angina pectoris	categorical	361194	3439.0	357755.0	UK Biobank
3444	I9_VASCINT-Vascular_diseases_of_the_intestine	I9_VASCINT	Vascular diseases of the intestine	Vascular diseases of the intestine	categorical	361194	272.0	360922.0	UK Biobank
3445	I9_VTE-Venous_thromboembolism	I9_VTE	Venous thromboembolism	Venous thromboembolism	categorical	361194	4620.0	356574.0	UK Biobank
3446	IBD.EUR.Crohns_Disease	IBD.EUR.Crohns_Disease	Crohns Disease	Crohns Disease	binary	20833	5956.0	14877.0	IBD
3447	IBD.EUR.Inflammatory_Bowel_Disease	IBD.EUR.Inflammatory_Bowel_Disease	Inflammatory Bowel Disease	Inflammatory Bowel Disease	binary	34652	12882.0	21770.0	IBD
3448	IBD.EUR.Ulcerative_Colitis	IBD.EUR.Ulcerative_Colitis	Ulcerative Colitis	Ulcerative Colitis	binary	27432	6968.0	20464.0	IBD
3449	IBD_BACT_INTEST_INFECTIONS-Bacterial_intestinal_infections_IBD_comorbidities	IBD_BACT_INTEST_INFECTIONS	Bacterial intestinal infections, IBD co-morbidities	Bacterial intestinal infections, IBD co-morbidities	categorical	361194	924.0	360270.0	UK Biobank
3450	IBD_ENDOMETRIOSIS-Endometriosis_IBD_comorbidity	IBD_ENDOMETRIOSIS	Endometriosis, IBD co-morbidity	Endometriosis, IBD co-morbidity	categorical	361194	1516.0	359678.0	UK Biobank
3451	IBD_PULM-Respiratory_diseases_principally_affecting_the_interstitium_IBD_comorbidites	IBD_PULM	Respiratory diseases principally affecting the interstitium, IBD co-morbidites	Respiratory diseases principally affecting the interstitium, IBD co-morbidites	categorical	361194	481.0	360713.0	UK Biobank
3452	IBD_VIRAL_HEPATITIS-Viral_hepatitis_IBD_comorbidity	IBD_VIRAL_HEPATITIS	Viral hepatitis, IBD co-morbidity	Viral hepatitis, IBD co-morbidity	categorical	361194	224.0	360970.0	UK Biobank
3453	ICDMAIN_ANY_ENTRY-Any_ICDMAIN_event_in_hilmo_or_causes_of_death	ICDMAIN_ANY_ENTRY	Any ICDMAIN event in hilmo or causes of death	Any ICDMAIN event in hilmo or causes of death	categorical	361194	282009.0	79185.0	UK Biobank
3454	IGAP_Alzheimer	IGAP_Alzheimer	Alzheimers Disease	Alzheimers Disease	binary	54162	17008.0	37154.0	IGAP
3455	III_BLOOD_IMMUN-Diseases_of_the_blood_and_bloodforming_organs_and_certain_disorders_involving_the_immune_mechanism	III_BLOOD_IMMUN	Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism	Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism	categorical	361194	10095.0	351099.0	UK Biobank
3456	II_NEOPLASM-Neoplasms	II_NEOPLASM	Neoplasms	Neoplasms	categorical	361194	70178.0	291016.0	UK Biobank
3457	ILD_DIFF_DG-ILD_differential_diagnosis	ILD_DIFF_DG	ILD differential diagnosis	ILD differential diagnosis	categorical	361194	26710.0	334484.0	UK Biobank
3458	IMMUNOBASE_Systemic_lupus_erythematosus_hg19	IMMUNOBASE_Systemic_lupus_erythematosus_hg19	Systemic Lupus Erythematosus	Systemic Lupus Erythematosus	binary	23210	7219.0	15991.0	IMMUNOBASE
3459	INFLUENZA-All_influenza_not_pneumonia	INFLUENZA	All influenza (not pneumonia)	All influenza (not pneumonia)	categorical	361194	147.0	361047.0	UK Biobank
3460	IPF-Idiopathic_pulmonary_fibrosis_attempt_to_specificity	IPF	Idiopathic pulmonary fibrosis (attempt to specificity)	Idiopathic pulmonary fibrosis (attempt to specificity)	categorical	361194	338.0	360856.0	UK Biobank
3461	IV_ENDOCRIN_NUTRIT-Endocrine_nutritional_and_metabolic_diseases	IV_ENDOCRIN_NUTRIT	Endocrine, nutritional and metabolic diseases	Endocrine, nutritional and metabolic diseases	categorical	361194	7218.0	353976.0	UK Biobank
3462	IX_CIRCULATORY-Diseases_of_the_circulatory_system	IX_CIRCULATORY	Diseases of the circulatory system	Diseases of the circulatory system	categorical	361194	60504.0	300690.0	UK Biobank
3463	I_INFECT_PARASIT-Certain_infectious_and_parasitic_diseases	I_INFECT_PARASIT	Certain infectious and parasitic diseases	Certain infectious and parasitic diseases (I_INFECT_PARASIT)	categorical	361194	9297.0	351897.0	UK Biobank
3464	J01-Diagnoses_main_ICD10_J01_Acute_sinusitis	J01	Diagnoses - main ICD10: J01 Acute sinusitis	Diagnoses - main ICD10: J01 Acute sinusitis	categorical	361194	112.0	361082.0	UK Biobank
3465	J02-Diagnoses_main_ICD10_J02_Acute_pharyngitis	J02	Diagnoses - main ICD10: J02 Acute pharyngitis	Diagnoses - main ICD10: J02 Acute pharyngitis	categorical	361194	341.0	360853.0	UK Biobank
3466	J03-Diagnoses_main_ICD10_J03_Acute_tonsillitis	J03	Diagnoses - main ICD10: J03 Acute tonsillitis	Diagnoses - main ICD10: J03 Acute tonsillitis	categorical	361194	405.0	360789.0	UK Biobank
3467	J06-Diagnoses_main_ICD10_J06_Acute_upper_respiratory_infections_of_multiple_and_unspecified_sites	J06	Diagnoses - main ICD10: J06 Acute upper respiratory infections of multiple and unspecified sites	Diagnoses - main ICD10: J06 Acute upper respiratory infections of multiple and unspecified sites	categorical	361194	356.0	360838.0	UK Biobank
3468	J10_ASTHMA-Asthma	J10_ASTHMA	Asthma	Asthma	categorical	361194	1993.0	359201.0	UK Biobank
3469	J10_EXTERLUNG-Lung_diseases_due_to_external_agents	J10_EXTERLUNG	Lung diseases due to external agents	Lung diseases due to external agents	categorical	361194	281.0	360913.0	UK Biobank
3470	J13-Diagnoses_main_ICD10_J13_Pneumonia_due_to_Streptococcus_pneumoniae	J13	Diagnoses - main ICD10: J13 Pneumonia due to Streptococcus pneumoniae	Diagnoses - main ICD10: J13 Pneumonia due to Streptococcus pneumoniae	categorical	361194	169.0	361025.0	UK Biobank
3471	J15-Diagnoses_main_ICD10_J15_Bacterial_pneumonia_not_elsewhere_classified	J15	Diagnoses - main ICD10: J15 Bacterial pneumonia, not elsewhere classified	Diagnoses - main ICD10: J15 Bacterial pneumonia, not elsewhere classified	categorical	361194	226.0	360968.0	UK Biobank
3472	J18-Diagnoses_main_ICD10_J18_Pneumonia_organism_unspecified	J18	Diagnoses - main ICD10: J18 Pneumonia, organism unspecified	Diagnoses - main ICD10: J18 Pneumonia, organism unspecified	categorical	361194	4630.0	356564.0	UK Biobank
3473	J20-Diagnoses_main_ICD10_J20_Acute_bronchitis	J20	Diagnoses - main ICD10: J20 Acute bronchitis	Diagnoses - main ICD10: J20 Acute bronchitis	categorical	361194	102.0	361092.0	UK Biobank
3474	J22-Diagnoses_main_ICD10_J22_Unspecified_acute_lower_respiratory_infection	J22	Diagnoses - main ICD10: J22 Unspecified acute lower respiratory infection	Diagnoses - main ICD10: J22 Unspecified acute lower respiratory infection	categorical	361194	3140.0	358054.0	UK Biobank
3475	J31-Diagnoses_main_ICD10_J31_Chronic_rhinitis_nasopharyngitis_and_pharyngitis	J31	Diagnoses - main ICD10: J31 Chronic rhinitis, nasopharyngitis and pharyngitis	Diagnoses - main ICD10: J31 Chronic rhinitis, nasopharyngitis and pharyngitis	categorical	361194	291.0	360903.0	UK Biobank
3476	J32-Diagnoses_main_ICD10_J32_Chronic_sinusitis	J32	Diagnoses - main ICD10: J32 Chronic sinusitis	Diagnoses - main ICD10: J32 Chronic sinusitis	categorical	361194	1179.0	360015.0	UK Biobank
3477	J33-Diagnoses_main_ICD10_J33_Nasal_polyp	J33	Diagnoses - main ICD10: J33 Nasal polyp	Diagnoses - main ICD10: J33 Nasal polyp	categorical	361194	2207.0	358987.0	UK Biobank
3478	J34-Diagnoses_main_ICD10_J34_Other_disorders_of_nose_and_nasal_sinuses	J34	Diagnoses - main ICD10: J34 Other disorders of nose and nasal sinuses	Diagnoses - main ICD10: J34 Other disorders of nose and nasal sinuses	categorical	361194	4438.0	356756.0	UK Biobank
3479	J35-Diagnoses_main_ICD10_J35_Chronic_diseases_of_tonsils_and_adenoids	J35	Diagnoses - main ICD10: J35 Chronic diseases of tonsils and adenoids	Diagnoses - main ICD10: J35 Chronic diseases of tonsils and adenoids	categorical	361194	694.0	360500.0	UK Biobank
3480	J36-Diagnoses_main_ICD10_J36_Peritonsillar_abscess	J36	Diagnoses - main ICD10: J36 Peritonsillar abscess	Diagnoses - main ICD10: J36 Peritonsillar abscess	categorical	361194	338.0	360856.0	UK Biobank
3481	J38-Diagnoses_main_ICD10_J38_Diseases_of_vocal_cords_and_larynx_not_elsewhere_classified	J38	Diagnoses - main ICD10: J38 Diseases of vocal cords and larynx, not elsewhere classified	Diagnoses - main ICD10: J38 Diseases of vocal cords and larynx, not elsewhere classified	categorical	361194	1168.0	360026.0	UK Biobank
3482	J39-Diagnoses_main_ICD10_J39_Other_diseases_of_upper_respiratory_tract	J39	Diagnoses - main ICD10: J39 Other diseases of upper respiratory tract	Diagnoses - main ICD10: J39 Other diseases of upper respiratory tract	categorical	361194	370.0	360824.0	UK Biobank
3483	J40-Diagnoses_main_ICD10_J40_Bronchitis_not_specified_as_acute_or_chronic	J40	Diagnoses - main ICD10: J40 Bronchitis, not specified as acute or chronic	Diagnoses - main ICD10: J40 Bronchitis, not specified as acute or chronic	categorical	361194	154.0	361040.0	UK Biobank
3484	J43-Diagnoses_main_ICD10_J43_Emphysema	J43	Diagnoses - main ICD10: J43 Emphysema	Diagnoses - main ICD10: J43 Emphysema	categorical	361194	129.0	361065.0	UK Biobank
3485	J44-Diagnoses_main_ICD10_J44_Other_chronic_obstructive_pulmonary_disease	J44	Diagnoses - main ICD10: J44 Other chronic obstructive pulmonary disease	Diagnoses - main ICD10: J44 Other chronic obstructive pulmonary disease	categorical	361194	1531.0	359663.0	UK Biobank
3486	J45-Diagnoses_main_ICD10_J45_Asthma	J45	Diagnoses - main ICD10: J45 Asthma	Diagnoses - main ICD10: J45 Asthma	categorical	361194	1693.0	359501.0	UK Biobank
3487	J46-Diagnoses_main_ICD10_J46_Status_asthmaticus	J46	Diagnoses - main ICD10: J46 Status asthmaticus	Diagnoses - main ICD10: J46 Status asthmaticus	categorical	361194	180.0	361014.0	UK Biobank
3488	J47-Diagnoses_main_ICD10_J47_Bronchiectasis	J47	Diagnoses - main ICD10: J47 Bronchiectasis	Diagnoses - main ICD10: J47 Bronchiectasis	categorical	361194	393.0	360801.0	UK Biobank
3489	J69-Diagnoses_main_ICD10_J69_Pneumonitis_due_to_solids_and_liquids	J69	Diagnoses - main ICD10: J69 Pneumonitis due to solids and liquids	Diagnoses - main ICD10: J69 Pneumonitis due to solids and liquids	categorical	361194	143.0	361051.0	UK Biobank
3490	J84-Diagnoses_main_ICD10_J84_Other_interstitial_pulmonary_diseases	J84	Diagnoses - main ICD10: J84 Other interstitial pulmonary diseases	Diagnoses - main ICD10: J84 Other interstitial pulmonary diseases	categorical	361194	342.0	360852.0	UK Biobank
3491	J86-Diagnoses_main_ICD10_J86_Pyothorax	J86	Diagnoses - main ICD10: J86 Pyothorax	Diagnoses - main ICD10: J86 Pyothorax	categorical	361194	161.0	361033.0	UK Biobank
3492	J90-Diagnoses_main_ICD10_J90_Pleural_effusion_not_elsewhere_classified	J90	Diagnoses - main ICD10: J90 Pleural effusion, not elsewhere classified	Diagnoses - main ICD10: J90 Pleural effusion, not elsewhere classified	categorical	361194	1033.0	360161.0	UK Biobank
3493	J93-Diagnoses_main_ICD10_J93_Pneumothorax	J93	Diagnoses - main ICD10: J93 Pneumothorax	Diagnoses - main ICD10: J93 Pneumothorax	categorical	361194	308.0	360886.0	UK Biobank
3494	J96-Diagnoses_main_ICD10_J96_Respiratory_failure_not_elsewhere_classified	J96	Diagnoses - main ICD10: J96 Respiratory failure, not elsewhere classified	Diagnoses - main ICD10: J96 Respiratory failure, not elsewhere classified	categorical	361194	194.0	361000.0	UK Biobank
3495	J98-Diagnoses_main_ICD10_J98_Other_respiratory_disorders	J98	Diagnoses - main ICD10: J98 Other respiratory disorders	Diagnoses - main ICD10: J98 Other respiratory disorders	categorical	361194	565.0	360629.0	UK Biobank
3496	Jones_et_al_2016_Chronotype	Jones_et_al_2016_Chronotype	Chronotype	Chronotype	continuous_raw	128266			Jones_et_al_2016
3497	Jones_et_al_2016_SleepDuration	Jones_et_al_2016_SleepDuration	Sleep Duration	Sleep Duration	continuous_raw	128266			Jones_et_al_2016
3498	K00-Diagnoses_main_ICD10_K00_Disorders_of_tooth_development_and_eruption	K00	Diagnoses - main ICD10: K00 Disorders of tooth development and eruption	Diagnoses - main ICD10: K00 Disorders of tooth development and eruption	categorical	361194	123.0	361071.0	UK Biobank
3499	K01-Diagnoses_main_ICD10_K01_Embedded_and_impacted_teeth	K01	Diagnoses - main ICD10: K01 Embedded and impacted teeth	Diagnoses - main ICD10: K01 Embedded and impacted teeth	categorical	361194	1443.0	359751.0	UK Biobank
3500	K02-Diagnoses_main_ICD10_K02_Dental_caries	K02	Diagnoses - main ICD10: K02 Dental caries	Diagnoses - main ICD10: K02 Dental caries	categorical	361194	2110.0	359084.0	UK Biobank
3501	K04-Diagnoses_main_ICD10_K04_Diseases_of_pulp_and_periapical_tissues	K04	Diagnoses - main ICD10: K04 Diseases of pulp and periapical tissues	Diagnoses - main ICD10: K04 Diseases of pulp and periapical tissues	categorical	361194	1609.0	359585.0	UK Biobank
3502	K05-Diagnoses_main_ICD10_K05_Gingivitis_and_periodontal_diseases	K05	Diagnoses - main ICD10: K05 Gingivitis and periodontal diseases	Diagnoses - main ICD10: K05 Gingivitis and periodontal diseases	categorical	361194	458.0	360736.0	UK Biobank
3503	K06-Diagnoses_main_ICD10_K06_Other_disorders_of_gingiva_and_edentulous_alveolar_ridge	K06	Diagnoses - main ICD10: K06 Other disorders of gingiva and edentulous alveolar ridge	Diagnoses - main ICD10: K06 Other disorders of gingiva and edentulous alveolar ridge	categorical	361194	217.0	360977.0	UK Biobank
3504	K07-Diagnoses_main_ICD10_K07_Dentofacial_anomalies_including_malocclusion	K07	Diagnoses - main ICD10: K07 Dentofacial anomalies [including malocclusion]	Diagnoses - main ICD10: K07 Dentofacial anomalies [including malocclusion]	categorical	361194	410.0	360784.0	UK Biobank
3505	K08-Diagnoses_main_ICD10_K08_Other_disorders_of_teeth_and_supporting_structures	K08	Diagnoses - main ICD10: K08 Other disorders of teeth and supporting structures	Diagnoses - main ICD10: K08 Other disorders of teeth and supporting structures	categorical	361194	1838.0	359356.0	UK Biobank
3506	K09-Diagnoses_main_ICD10_K09_Cysts_of_oral_region_not_elsewhere_classified	K09	Diagnoses - main ICD10: K09 Cysts of oral region, not elsewhere classified	Diagnoses - main ICD10: K09 Cysts of oral region, not elsewhere classified	categorical	361194	287.0	360907.0	UK Biobank
3507	K10-Diagnoses_main_ICD10_K10_Other_diseases_of_jaws	K10	Diagnoses - main ICD10: K10 Other diseases of jaws	Diagnoses - main ICD10: K10 Other diseases of jaws	categorical	361194	188.0	361006.0	UK Biobank
